Keyword	Position	Review text	Reviewed at	Owner's answer	Profile name	Profile URL	Profile image URL	Rating	Reviews count	Photos count	Is local guide?
Masjid Salman ITB	411	Always love this place and activities	2020-11-10 02:06:41 +00:00		Yuyun Yuniar	https://www.google.com/maps/contrib/106555782141641785090?hl=en-ID&sa=X&ved=2ahUKEwiz9dHp2oz0AhWIIbcAHeVSBDgQvvQBegQIARAu	https://lh3.googleusercontent.com/a-/AOh14Ggl8Peed1JWfKGZe4B4Wbu7OtbU0KC_QNrxKPJC=s40-c-c0x00000000-cc-rp-mo-br100	5	101	1024	No
Masjid Salman ITB	412	Cozy place to pray and meeting people.	2019-11-10 02:06:41 +00:00		Andiana Moedasir	https://www.google.com/maps/contrib/106508921701972063037?hl=en-ID&sa=X&ved=2ahUKEwiz9dHp2oz0AhWIIbcAHeVSBDgQvvQBegQIARA5	https://lh3.googleusercontent.com/a-/AOh14GjX1otd8LPMbTwGEozgpZ7vz8BHUs4GvzUUqkYcbbE=s40-c-c0x00000000-cc-rp-mo-ba5-br100	5	156	217	Yes
Masjid Salman ITB	413	Good vibe, spacey prayer area	2019-11-10 02:06:41 +00:00		Hafizh Insan	https://www.google.com/maps/contrib/101718694507062309111?hl=en-ID&sa=X&ved=2ahUKEwiz9dHp2oz0AhWIIbcAHeVSBDgQvvQBegQIARBE	https://lh3.googleusercontent.com/a/AATXAJzOn8LFkYXw0SIaQAVLNwHERYv4ukFMfgMHHgiI=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	49	5	Yes
Masjid Salman ITB	414	I love to pray in this place💕	2019-11-10 02:06:41 +00:00		Raihan Fawwaz	https://www.google.com/maps/contrib/103002206016062984064?hl=en-ID&sa=X&ved=2ahUKEwiz9dHp2oz0AhWIIbcAHeVSBDgQvvQBegQIARBP	https://lh3.googleusercontent.com/a-/AOh14Ghws4IdNTIEuOQ-BIKA4gnLO829mI-4Ns-FOPiNIw=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	44	0	Yes
Masjid Salman ITB	415	Perfect masjid ❤️	2019-11-10 02:06:41 +00:00		Hatfina Izzati Arshimny	https://www.google.com/maps/contrib/107451959859822383002?hl=en-ID&sa=X&ved=2ahUKEwiz9dHp2oz0AhWIIbcAHeVSBDgQvvQBegQIARBa	https://lh3.googleusercontent.com/a-/AOh14GhSmUbdJRPKIi4B71uPEmmuJlnpnrpkkYzO-XoLdYY=s40-c-c0x00000000-cc-rp-mo-ba4-br100	5	100	260	Yes
Masjid Salman ITB	416	Nice place for doing contemplative moment.	2019-11-10 02:06:41 +00:00		Agustina Kusuma Dewi	https://www.google.com/maps/contrib/103978882982132112745?hl=en-ID&sa=X&ved=2ahUKEwiz9dHp2oz0AhWIIbcAHeVSBDgQvvQBegQIARBl	https://lh3.googleusercontent.com/a-/AOh14GgtTFrxx7UnXXZtzDK3PJjcW9SeWTgak8EJ4aqxjQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	73	24	Yes
Masjid Salman ITB	417	Best place to refresh our faith.	2019-11-10 02:06:41 +00:00		Muhamad Solehudin	https://www.google.com/maps/contrib/110968725198099847188?hl=en-ID&sa=X&ved=2ahUKEwiz9dHp2oz0AhWIIbcAHeVSBDgQvvQBegQIARBw	https://lh3.googleusercontent.com/a-/AOh14Gj3rJ_IULcbRAJ9d3PoWqrKBxYGEVyJ3scyie4XQw=s40-c-c0x00000000-cc-rp-mo-ba2-br100	5	19	38	Yes
Masjid Salman ITB	418	Nostalgic place	2020-11-10 02:06:41 +00:00		Samoe Kamoe	https://www.google.com/maps/contrib/116337176495352066221?hl=en-ID&sa=X&ved=2ahUKEwiz9dHp2oz0AhWIIbcAHeVSBDgQvvQBegQIARB7	https://lh3.googleusercontent.com/a/AATXAJy51fRgPy5IOqItEmsiTIuph-7MrR8bKqsy-wUs=s40-c-c0x00000000-cc-rp-mo-br100	5	1	3	No
Masjid Salman ITB	419	Peacefull place	2020-11-10 02:06:41 +00:00		Suzana Salam	https://www.google.com/maps/contrib/107999413234192872852?hl=en-ID&sa=X&ved=2ahUKEwiz9dHp2oz0AhWIIbcAHeVSBDgQvvQBegUIARCGAQ	https://lh3.googleusercontent.com/a/AATXAJynu29NYzuJ2E3ADIfSEBSNdKkk8zUCULuqMr_B=s40-c-c0x00000000-cc-rp-mo-ba5-br100	5	27	1242	Yes
Masjid Salman ITB	420	This place is always in my heart..	2019-11-10 02:06:41 +00:00		Hendra Jitno	https://www.google.com/maps/contrib/115228419835002548684?hl=en-ID&sa=X&ved=2ahUKEwiz9dHp2oz0AhWIIbcAHeVSBDgQvvQBegUIARCRAQ	https://lh3.googleusercontent.com/a/AATXAJy7J0hJ-PrtOZhTA9zTVbsdrvhIeK-RO7hqo3V9=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	31	30	Yes
Masjid Salman ITB	421	Good nice cozy homy	2019-11-10 02:06:41 +00:00		abarrul ikram	https://www.google.com/maps/contrib/111221091120540644776?hl=en-ID&sa=X&ved=2ahUKEwjOz9zp2oz0AhX2jdgFHf4uA7IQvvQBegQIARAu	https://lh3.googleusercontent.com/a/AATXAJzGPpsn_vUplJX4UMtnmSVdp4yZdl-4tCrstKV2=s40-c-c0x00000000-cc-rp-mo-br100	3	146	84	No
Masjid Salman ITB	422	I love this place so much	2017-11-10 02:06:41 +00:00		Abdul Wahid	https://www.google.com/maps/contrib/101261518976874154144?hl=en-ID&sa=X&ved=2ahUKEwjOz9zp2oz0AhX2jdgFHf4uA7IQvvQBegQIARA5	https://lh3.googleusercontent.com/a-/AOh14GiLVVluk3dfMtFobk0kPOLXOSBRpofJeKmjaavQtw=s40-c-c0x00000000-cc-rp-mo-br100	5	14	3	No
Masjid Salman ITB	423	Love this mosque so much	2019-11-10 02:06:41 +00:00		Ruang Si Kanung- Darma Rida	https://www.google.com/maps/contrib/104765456729626355191?hl=en-ID&sa=X&ved=2ahUKEwjOz9zp2oz0AhX2jdgFHf4uA7IQvvQBegQIARBE	https://lh3.googleusercontent.com/a-/AOh14Gg98hgbdco9pnlBMwi8nLexYoI3n5meeZpAijW8rA=s40-c-c0x00000000-cc-rp-mo-br100	5	1	0	No
Masjid Salman ITB	424	nice place to take a rest	2019-11-10 02:06:41 +00:00		Winarno	https://www.google.com/maps/contrib/109230578491085568965?hl=en-ID&sa=X&ved=2ahUKEwjOz9zp2oz0AhX2jdgFHf4uA7IQvvQBegQIARBP	https://lh3.googleusercontent.com/a-/AOh14GheIajTiGToASXJdFwq7KCUxQwYySKwcnc9U-4ehA=s40-c-c0x00000000-cc-rp-mo-ba4-br100	5	79	75	Yes
Masjid Salman ITB	425	"" the imam muzammil hasballah!! What a soothing voice!!!!!!!!	2017-11-10 02:06:41 +00:00		Sarif m.	https://www.google.com/maps/contrib/105266516637133141061?hl=en-ID&sa=X&ved=2ahUKEwjOz9zp2oz0AhX2jdgFHf4uA7IQvvQBegQIARBa	https://lh3.googleusercontent.com/a-/AOh14GgyZ_WkgMvRBedjoPW96OqYWCbnUWKI1jJvN-jOrJY=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	36	7	Yes
Masjid Salman ITB	426	A place where great minds gather.	2018-11-10 02:06:41 +00:00		Fadhila Hasna Athaya (Dhila)	https://www.google.com/maps/contrib/117379707387965765997?hl=en-ID&sa=X&ved=2ahUKEwjOz9zp2oz0AhX2jdgFHf4uA7IQvvQBegQIARBl	https://lh3.googleusercontent.com/a-/AOh14GgtUxSkZ35dFkSG0KObA1pxQxYCHETsl5L-h8oNNuY=s40-c-c0x00000000-cc-rp-mo-ba5-br100	5	219	1773	Yes
Masjid Salman ITB	427	Calm peaceful mosque with classic woods ornaments.	2019-11-10 02:06:41 +00:00		Lina	https://www.google.com/maps/contrib/105017140719459941584?hl=en-ID&sa=X&ved=2ahUKEwjOz9zp2oz0AhX2jdgFHf4uA7IQvvQBegQIARBw	https://lh3.googleusercontent.com/a-/AOh14GiXeujv087uuLZQUQboDTq3HgZhmxSq2PcqfWR5Xt0=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	49	122	Yes
Masjid Salman ITB	428	Cozy place to pray.	2016-11-10 02:06:41 +00:00		Muhammad Islam Taufikurahman	https://www.google.com/maps/contrib/116856687195096053113?hl=en-ID&sa=X&ved=2ahUKEwjOz9zp2oz0AhX2jdgFHf4uA7IQvvQBegQIARB7	https://lh3.googleusercontent.com/a-/AOh14GiQ4eBZ6P6pQTfF5NEiJxSO9V-M_IDyHufgMUvOyg=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	15	3	Yes
Masjid Salman ITB	429	Nice park cool weather	2019-11-10 02:06:41 +00:00		Toni Agus	https://www.google.com/maps/contrib/107110064034368877201?hl=en-ID&sa=X&ved=2ahUKEwjOz9zp2oz0AhX2jdgFHf4uA7IQvvQBegUIARCGAQ	https://lh3.googleusercontent.com/a/AATXAJwui5tkjNqOiDzYD-HDto5DVu8kkiBCP7eoPvgC=s40-c-c0x00000000-cc-rp-mo-br100	5	4	0	No
Masjid Salman ITB	430	This masjid is clean and it has many activities and the facilities is also complete.	2019-11-10 02:06:41 +00:00		Edi Patmini	https://www.google.com/maps/contrib/116065643369975699171?hl=en-ID&sa=X&ved=2ahUKEwjOz9zp2oz0AhX2jdgFHf4uA7IQvvQBegUIARCRAQ	https://lh3.googleusercontent.com/a/AATXAJxx5Pyz9_F27UzEtjKTsZ0z4ceILXLuGAcN3nDj=s40-c-c0x00000000-cc-rp-mo-ba5-br100	5	151	213	Yes
Masjid Salman ITB	431	Love this place vm....	2019-11-10 02:06:40 +00:00		Fathir M. N Ruvianty	https://www.google.com/maps/contrib/103233008711265864509?hl=en-ID&sa=X&ved=2ahUKEwis2Nfp2oz0AhXeyjgGHSWCCtUQvvQBegQIARAu	https://lh3.googleusercontent.com/a-/AOh14GiSBb-UOipDzFpfC92dCDUWsS2f9Z6TwNTXBpKTq7s=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	40	5	Yes
Masjid Salman ITB	432	one of my favorite mosque!	2019-11-10 02:06:40 +00:00		Zahra Zahira	https://www.google.com/maps/contrib/111433880050631170568?hl=en-ID&sa=X&ved=2ahUKEwis2Nfp2oz0AhXeyjgGHSWCCtUQvvQBegQIARA5	https://lh3.googleusercontent.com/a-/AOh14GhkYntmMCrqiLJ7Eq_8aCZc5jfc7ma49lpBriF9ug=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	14	0	Yes
Masjid Salman ITB	433	Nice place for pray, rest and travel	2019-11-10 02:06:40 +00:00		Hamdan Luthfi	https://www.google.com/maps/contrib/106498271910169644986?hl=en-ID&sa=X&ved=2ahUKEwis2Nfp2oz0AhXeyjgGHSWCCtUQvvQBegQIARBE	https://lh3.googleusercontent.com/a-/AOh14Ghn_NEoGxYYnFhv4cSumHP-R1mYw7klQ0uncqLglQ=s40-c-c0x00000000-cc-rp-mo-br100	5	2	1	No
Masjid Salman ITB	434	Great place to pray	2020-11-10 02:06:40 +00:00		Agung Sanggabuana	https://www.google.com/maps/contrib/117989535243459728648?hl=en-ID&sa=X&ved=2ahUKEwis2Nfp2oz0AhXeyjgGHSWCCtUQvvQBegQIARBP	https://lh3.googleusercontent.com/a-/AOh14Ggsc6Cu_iXIyix524ZI7iAhKhoKL9T9rXHOQ0wvDg=s40-c-c0x00000000-cc-rp-mo-ba2-br100	5	17	6	Yes
Masjid Salman ITB	435	I love this place	2020-11-10 02:06:40 +00:00		Sugiono Sugiono	https://www.google.com/maps/contrib/102947903581607371988?hl=en-ID&sa=X&ved=2ahUKEwis2Nfp2oz0AhXeyjgGHSWCCtUQvvQBegQIARBa	https://lh3.googleusercontent.com/a-/AOh14GhlPM1zXdQxP6mjILW4eyY2gqZKUWnvhfDsqXfr=s40-c-c0x00000000-cc-rp-mo-ba4-br100	5	202	27	Yes
Masjid Salman ITB	436	old and landmark mosque in Bandung (especially for ITB students), lots of Islamic activities available	2019-11-10 02:06:40 +00:00		rifki syahputra	https://www.google.com/maps/contrib/112346167663308226183?hl=en-ID&sa=X&ved=2ahUKEwis2Nfp2oz0AhXeyjgGHSWCCtUQvvQBegQIARBl	https://lh3.googleusercontent.com/a-/AOh14GjmW3upxmKX-M9I7x2zM1kUrxORKphTq7kOpuiSqg=s40-c-c0x00000000-cc-rp-mo-ba5-br100	5	390	808	Yes
Masjid Salman ITB	437	Good	2021-01-10 02:06:40 +00:00		Si Kumis Putih	https://www.google.com/maps/contrib/107957873516974838398?hl=en-ID&sa=X&ved=2ahUKEwis2Nfp2oz0AhXeyjgGHSWCCtUQvvQBegQIARBw	https://lh3.googleusercontent.com/a-/AOh14GiyzuAAyCkGJhwXEkDz8_sYb2fwHCFgJ0EyanTJBQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	19	34	Yes
Masjid Salman ITB	438	Great Architecture and kind employees	2019-11-10 02:06:40 +00:00		Rizky Ridwan	https://www.google.com/maps/contrib/103738661700128801656?hl=en-ID&sa=X&ved=2ahUKEwis2Nfp2oz0AhXeyjgGHSWCCtUQvvQBegQIARB7	https://lh3.googleusercontent.com/a-/AOh14GjwBzC-oln6fC2LTFBvLyHLMiTPrw1u4Yi1olI-_w=s40-c-c0x00000000-cc-rp-mo-br100	5	2	0	No
Masjid Salman ITB	439	Best place for ibadah	2019-11-10 02:06:40 +00:00		Hespri Yomeldi	https://www.google.com/maps/contrib/114171462455099330127?hl=en-ID&sa=X&ved=2ahUKEwis2Nfp2oz0AhXeyjgGHSWCCtUQvvQBegUIARCGAQ	https://lh3.googleusercontent.com/a-/AOh14GjXXneane7jZejLb7HVWuT86Cdjpu-8_HPBIa8ibg=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	36	36	Yes
Masjid Salman ITB	440	One of the best public facilities	2019-11-10 02:06:40 +00:00		Fauziah Siti Maisarah	https://www.google.com/maps/contrib/100732824076064073143?hl=en-ID&sa=X&ved=2ahUKEwis2Nfp2oz0AhXeyjgGHSWCCtUQvvQBegUIARCRAQ	https://lh3.googleusercontent.com/a-/AOh14Gi_G4cSS4mWMWQioO7uHg7rysgOOZL8rYcaS5Zf=s40-c-c0x00000000-cc-rp-mo-br100	5	4	0	No
Masjid Salman ITB	441	Quite cozy and comfortable	2020-11-10 02:06:43 +00:00		Helmy Muhammad dzaki	https://www.google.com/maps/contrib/107906640385492715295?hl=en-MX&sa=X&ved=2ahUKEwi6xaLr2oz0AhWUHc0KHTmjB2EQvvQBegQIARAu	https://lh3.googleusercontent.com/a-/AOh14Gj3BCm29D4F6SbbbM5IV57xZcaIhKAwszK9_MD2aw=s40-c-c0x00000000-cc-rp-mo-br100	4	9	0	No
Masjid Salman ITB	442	Alumni PAS	2021-04-10 02:06:43 +00:00		Brown Sugar	https://www.google.com/maps/contrib/105082664912521087217?hl=en-MX&sa=X&ved=2ahUKEwi6xaLr2oz0AhWUHc0KHTmjB2EQvvQBegQIARA5	https://lh3.googleusercontent.com/a-/AOh14GghePBGb6jJ1HzVeTx8oVzHFzqWnHpWD235KlHqbw=s40-c-c0x00000000-cc-rp-mo-ba4-br100	5	111	25	Yes
Masjid Salman ITB	443	The most independent and complete masjid	2018-11-10 02:06:43 +00:00		Rahmat Mansyur	https://www.google.com/maps/contrib/101005341802626503664?hl=en-MX&sa=X&ved=2ahUKEwi6xaLr2oz0AhWUHc0KHTmjB2EQvvQBegQIARBE	https://lh3.googleusercontent.com/a-/AOh14GjdHyLxoDvYIaAnpPklVpuNsRxeRl0T96LE1M-SUA=s40-c-c0x00000000-cc-rp-mo-ba4-br100	5	72	97	Yes
Masjid Salman ITB	444	There's free coffee or tea near the hallway	2019-11-10 02:06:43 +00:00		Ferdian Ifkarsyah	https://www.google.com/maps/contrib/115443296886591454687?hl=en-MX&sa=X&ved=2ahUKEwi6xaLr2oz0AhWUHc0KHTmjB2EQvvQBegQIARBP	https://lh3.googleusercontent.com/a-/AOh14GhiZoQ4HZO_nVE-qtK_zh0VK6IOvit0NrVR4no-jw=s40-c-c0x00000000-cc-rp-mo-br100	5	15	0	No
Masjid Salman ITB	445	A very active mosque	2019-11-10 02:06:43 +00:00		like subscribe	https://www.google.com/maps/contrib/118317905441656053532?hl=en-MX&sa=X&ved=2ahUKEwi6xaLr2oz0AhWUHc0KHTmjB2EQvvQBegQIARBa	https://lh3.googleusercontent.com/a-/AOh14Gjt3ut60x7k5LTTy9n_xSnsvTy2nIfiwUQJJR5o-w=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	45	17	Yes
Masjid Salman ITB	446	Amaizing place ever	2019-11-10 02:06:43 +00:00		Siti Sarah	https://www.google.com/maps/contrib/101620446509512998923?hl=en-MX&sa=X&ved=2ahUKEwi6xaLr2oz0AhWUHc0KHTmjB2EQvvQBegQIARBl	https://lh3.googleusercontent.com/a-/AOh14GjrPkeJmhp0_tnIWvA7tmf51zxhHx5GQl2AIQsWmQ=s40-c-c0x00000000-cc-rp-mo-br100	5	1	0	No
Masjid Salman ITB	447	Very comfortable and sparkling clean	2019-11-10 02:06:43 +00:00		Dhea Iwata	https://www.google.com/maps/contrib/115855732844236948285?hl=en-MX&sa=X&ved=2ahUKEwi6xaLr2oz0AhWUHc0KHTmjB2EQvvQBegQIARBw	https://lh3.googleusercontent.com/a-/AOh14GgTPHc5Ky5huprhJJqGYDvGanT7dkWGDVUovZuFtA=s40-c-c0x00000000-cc-rp-mo-br100	5	1	0	No
Masjid Salman ITB	448	So clean and religius	2019-11-10 02:06:43 +00:00		Lia Amalia	https://www.google.com/maps/contrib/115661264284893601968?hl=en-MX&sa=X&ved=2ahUKEwi6xaLr2oz0AhWUHc0KHTmjB2EQvvQBegQIARB7	https://lh3.googleusercontent.com/a-/AOh14GifrwRPfUb_Vrt0W38gc15O9zB-YY4gEAndDAisIQc=s40-c-c0x00000000-cc-rp-mo-ba5-br100	5	260	1067	Yes
Masjid Salman ITB	449	Best of best mosque so far	2018-11-10 02:06:43 +00:00		Annisa Diana	https://www.google.com/maps/contrib/103848157944249965294?hl=en-MX&sa=X&ved=2ahUKEwi6xaLr2oz0AhWUHc0KHTmjB2EQvvQBegUIARCGAQ	https://lh3.googleusercontent.com/a-/AOh14GjR8PssXCAY47z36mhKQ45xFuYbYfXX27U7qCGBqA=s40-c-c0x00000000-cc-rp-mo-ba6-br100	5	333	1969	Yes
Masjid Salman ITB	450	good place, very enjoyable	2020-11-10 02:06:43 +00:00		Vian RD (Vanard)	https://www.google.com/maps/contrib/118333231912542141586?hl=en-MX&sa=X&ved=2ahUKEwi6xaLr2oz0AhWUHc0KHTmjB2EQvvQBegUIARCRAQ	https://lh3.googleusercontent.com/a-/AOh14GiQQKGobn6hfGq1Y4dk3-IbN0yZPw5syefieHWevQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	86	0	Yes
Masjid Salman ITB	451	Comfortable mosque in reputable university	2019-11-10 02:06:45 +00:00		Indra Gunawan	https://www.google.com/maps/contrib/107168621927491226572?hl=en-ID&sa=X&ved=2ahUKEwj5gdPr2oz0AhUWcCsKHXP4AagQvvQBegQIARAu	https://lh3.googleusercontent.com/a/AATXAJwgkrD1Mjvwo8EoSC_xG5bFd10QcjrR8ak757CSZg=s40-c-c0x00000000-cc-rp-mo-ba3-br100	4	40	7	Yes
Masjid Salman ITB	452	Favorite mosque in Bandung. Well organize mosque	2018-11-10 02:06:45 +00:00		Unita Unita	https://www.google.com/maps/contrib/100765661212244112749?hl=en-ID&sa=X&ved=2ahUKEwj5gdPr2oz0AhUWcCsKHXP4AagQvvQBegQIARA5	https://lh3.googleusercontent.com/a-/AOh14Gg8ZFvcf9tZIShPbVy6EPdqse5cyPjBSSVaQIeOZg=s40-c-c0x00000000-cc-rp-mo-ba5-br100	5	448	812	Yes
Masjid Salman ITB	453	Very cozy for itikaf	2019-11-10 02:06:45 +00:00		Hasna Karimah	https://www.google.com/maps/contrib/105356681382318497244?hl=en-ID&sa=X&ved=2ahUKEwj5gdPr2oz0AhUWcCsKHXP4AagQvvQBegQIARBE	https://lh3.googleusercontent.com/a-/AOh14GjT67KOnIecgNSvVvS7-QIzK6RUi71AfWh-1nchog=s40-c-c0x00000000-cc-rp-mo-br100	5	10	9	No
Masjid Salman ITB	454	It's a legendary place	2019-11-10 02:06:45 +00:00		Fathan Sembiring	https://www.google.com/maps/contrib/101572627367907660641?hl=en-ID&sa=X&ved=2ahUKEwj5gdPr2oz0AhUWcCsKHXP4AagQvvQBegQIARBP	https://lh3.googleusercontent.com/a-/AOh14GgyvYMsGDfxWoE2mTao9rUAYDJnXK2Vsb8wwM4f5-Y=s40-c-c0x00000000-cc-rp-mo-ba4-br100	5	95	99	Yes
Masjid Salman ITB	455	Authenthic, relax, religious, and good food	2019-11-10 02:06:45 +00:00		defrian shah	https://www.google.com/maps/contrib/107883782767572605026?hl=en-ID&sa=X&ved=2ahUKEwj5gdPr2oz0AhUWcCsKHXP4AagQvvQBegQIARBa	https://lh3.googleusercontent.com/a-/AOh14GgnxIqXxuViFkNwErF909mvvNmHcGakMBCCA-JcNQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100	4	58	26	Yes
Masjid Salman ITB	456	Good mosque, with a lot of peoples there	2019-11-10 02:06:45 +00:00		Erfandi Al Asra	https://www.google.com/maps/contrib/102761326706099982996?hl=en-ID&sa=X&ved=2ahUKEwj5gdPr2oz0AhUWcCsKHXP4AagQvvQBegQIARBl	https://lh3.googleusercontent.com/a-/AOh14Ghdaw6_J30iZUU5BooVlOUvuMGrCEssabokQSIAFA=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	47	8	Yes
Masjid Salman ITB	457	Nothing much, but the food is good	2020-11-10 02:06:45 +00:00		Jeson Tjowari	https://www.google.com/maps/contrib/105298138114502468081?hl=en-ID&sa=X&ved=2ahUKEwj5gdPr2oz0AhUWcCsKHXP4AagQvvQBegQIARBw	https://lh3.googleusercontent.com/a/AATXAJxgF4eEqO3loW816hlwXGwSf3fgR3b0GurxbJQA=s40-c-c0x00000000-cc-rp-mo-br100	4	5	0	No
Masjid Salman ITB	458	Relaxing Praying Place	2020-11-10 02:06:45 +00:00		Ridwan Muhammad	https://www.google.com/maps/contrib/102538229584266352619?hl=en-ID&sa=X&ved=2ahUKEwj5gdPr2oz0AhUWcCsKHXP4AagQvvQBegQIARB7	https://lh3.googleusercontent.com/a-/AOh14GgY3xKNYju4cah9a1PO4jQoFl3HoUZXoRG2G5fFTA=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	33	134	Yes
Masjid Salman ITB	459	The best place in town	2019-11-10 02:06:45 +00:00		Fahmi Arif	https://www.google.com/maps/contrib/108452696855429192781?hl=en-ID&sa=X&ved=2ahUKEwj5gdPr2oz0AhUWcCsKHXP4AagQvvQBegUIARCGAQ	https://lh3.googleusercontent.com/a-/AOh14GhhrWvwtLPuu-anf7mCticReve9ZXY88LEI9n3d0g=s40-c-c0x00000000-cc-rp-mo-br100	5	19	1	No
Masjid Salman ITB	460	Love this place.	2020-11-10 02:06:45 +00:00		Ani Ismayani	https://www.google.com/maps/contrib/100613566641608886233?hl=en-ID&sa=X&ved=2ahUKEwj5gdPr2oz0AhUWcCsKHXP4AagQvvQBegUIARCRAQ	https://lh3.googleusercontent.com/a-/AOh14Gj_WhNC0BM1ll2-BJ4TgWmzBG0j4QAz7XkhZ2EZ=s40-c-c0x00000000-cc-rp-mo-ba4-br100	5	124	42	Yes
Masjid Salman ITB	461	Best mosq	2019-11-10 02:06:39 +00:00		kaki jalan	https://www.google.com/maps/contrib/103580082828108696852?hl=en-LY&sa=X&ved=2ahUKEwjd16jp2oz0AhUPlxQKHWLbAM4QvvQBegQIARAu	https://lh3.googleusercontent.com/a-/AOh14Gigp564rIbTMxS5pdgdIRm_49maCy1YXsrQEYaP-g=s40-c-c0x00000000-cc-rp-mo-ba4-br100	4	60	323	Yes
Masjid Salman ITB	462	Its great to pray here	2019-11-10 02:06:39 +00:00		Siswiyanti sugi	https://www.google.com/maps/contrib/115097332314338755388?hl=en-LY&sa=X&ved=2ahUKEwjd16jp2oz0AhUPlxQKHWLbAM4QvvQBegQIARA5	https://lh3.googleusercontent.com/a-/AOh14Gg_TWACAD6cUhaXJWAisiA2Oh7UtxH4qwFeUlU517U=s40-c-c0x00000000-cc-rp-mo-ba5-br100	4	200	607	Yes
Masjid Salman ITB	463	Favorite place when holiday :)	2019-11-10 02:06:39 +00:00		Sapdo Utomo	https://www.google.com/maps/contrib/105190040224015395545?hl=en-LY&sa=X&ved=2ahUKEwjd16jp2oz0AhUPlxQKHWLbAM4QvvQBegQIARBE	https://lh3.googleusercontent.com/a-/AOh14GhQbtMKosdgsUAZhis0uayaDXxEEMnUaszExsxrug=s40-c-c0x00000000-cc-rp-mo-ba3-br100	5	72	55	Yes
Masjid Salman ITB	464	A very comforting mosque	2019-11-10 02:06:39 +00:00		Ghany Anugrah Muhammad Anais	https://www.google.com/maps/contrib/105544527122968211925?hl=en-LY&sa=X&ved=2ahUKEwjd16jp2oz0AhUPlxQKHWLbAM4QvvQBegQIARBP	https://lh3.googleusercontent.com/a/AATXAJwGL7zBO_ZCjgjWECavnnoDF401Zm8Rew9DdU8v=s40-c-c0x00000000-cc-rp-mo-br100	5	7	0	No
Masjid Salman ITB	465	The prayer room is large, there are free refill water, free tea and coffee..	2019-11-10 02:06:39 +00:00		Aulia Nisfullaili	https://www.google.com/maps/contrib/106261730207699337179?hl=en-LY&sa=X&ved=2ahUKEwjd16jp2oz0AhUPlxQKHWLbAM4QvvQBegQIARBa	https://lh3.googleusercontent.com/a-/AOh14GgILJ94mWvv-Ikn31oSbAI9vZxT4BVn0AxsW8-Yptg=s40-c-c0x00000000-cc-rp-mo-br100	4	7	27	No
Masjid Salman ITB	466	It's not just a mosque it's a islamic center of ITB	2019-11-10 02:06:39 +00:00		Daeng Alfarabi	https://www.google.com/maps/contrib/116843086117472805680?hl=en-LY&sa=X&ved=2ahUKEwjd16jp2oz0AhUPlxQKHWLbAM4QvvQBegQIARBn	https://lh3.googleusercontent.com/a-/AOh14GgMs70rIY5JNT72t-ap9v3-KRwLL-6YlpjMPrbx=s40-c-c0x00000000-cc-rp-mo-ba2-br100	5	39	0	Yes
Masjid Salman ITB	467	quite spacious, lots of religious events	2019-11-10 02:06:39 +00:00		Praba Fitra	https://www.google.com/maps/contrib/104059482358573375497?hl=en-LY&sa=X&ved=2ahUKEwjd16jp2oz0AhUPlxQKHWLbAM4QvvQBegQIARBy	https://lh3.googleusercontent.com/a-/AOh14GgRUxInaYt9bbYDyjh29mJN02YBmIBLKzN0F5b-=s40-c-c0x00000000-cc-rp-mo-ba2-br100	5	13	2	Yes
Masjid Salman ITB	468	Clean and comfortable mosque at ITB, has good atmosphere	2017-11-10 02:06:39 +00:00		ahsin gani	https://www.google.com/maps/contrib/116363731267504295885?hl=en-LY&sa=X&ved=2ahUKEwjd16jp2oz0AhUPlxQKHWLbAM4QvvQBegQIARB9	https://lh3.googleusercontent.com/a-/AOh14GiWT0qj4d5hijAYXOv4woprAST8nu-6KN3kV1CKvw=s40-c-c0x00000000-cc-rp-mo-ba5-br100	5	433	835	Yes
Masjid Salman ITB	469	Great place, cozy, good parking space.	2019-11-10 02:06:39 +00:00		Muhammad Fahmi Aulia	https://www.google.com/maps/contrib/101875360582113700706?hl=en-LY&sa=X&ved=2ahUKEwjd16jp2oz0AhUPlxQKHWLbAM4QvvQBegUIARCIAQ	https://lh3.googleusercontent.com/a-/AOh14Gh1PeHeNyrwFBWMfe1u3xk90G5P8xm4h2vmDBWwVw=s40-c-c0x00000000-cc-rp-mo-ba6-br100	5	200	3444	Yes
